seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
219,4639,10,20,740,36,921,962,739,47,32,2,26,1930,-1570,324,450,1000,1,0
220,4659,10,20,740,43,554,937,916,25,15,2,34,2150,-1350,131,466,1000,1,0
221,4679,10,20,740,11,27,943,933,86,12,8,58,2497,-1003,138,543,937,1,0
222,4699,10,20,740,48,31,930,927,306,22,22,79,2711,-789,66,578,902,1,0
223,4719,10,20,740,32,3,857,910,592,45,0,92,2887,-613,94,622,858,1,0
224,4739,10,20,740,9,31,710,921,801,15,0,53,3037,-463,76,652,828,1,0
225,4759,10,20,740,64,42,557,935,911,37,0,87,3147,-353,61,673,807,1,0
226,4779,10,20,740,59,15,360,944,931,27,0,29,3255,-245,56,696,784,1,0
227,4799,10,20,740,18,0,270,929,931,35,5,47,3310,-190,44,706,774,1,0
228,4819,10,20,740,29,0,226,925,943,35,0,45,3342,-158,12,708,772,1,0
229,4839,10,20,740,29,15,249,946,948,35,0,29,3326,-174,-18,699,781,1,0
230,4859,10,20,740,22,0,249,952,913,30,5,26,3314,-186,21,703,777,1,0
231,4879,10,20,740,48,35,270,931,909,35,0,50,3302,-198,-3,696,784,1,0
232,4899,10,20,740,34,7,209,927,909,37,0,26,3342,-158,28,711,769,1,0
233,4919,10,20,740,13,11,184,929,939,32,0,23,3367,-133,38,718,762,1,0
234,4939,10,20,740,2,0,115,935,907,30,2,29,3404,-96,23,723,757,1,0
235,4959,10,20,740,18,0,85,908,890,68,8,29,3494,-6,-9,738,742,1,0
236,4979,10,20,740,0,0,54,900,900,90,28,66,3500,0,7,741,739,1,0
237,4999,10,20,740,0,0,71,910,892,55,11,29,3495,-5,-1,739,741,1,0
238,5019,10,20,740,2,0,132,937,931,98,28,63,3399,-101,-96,702,778,1,0
239,5039,10,20,740,66,19,205,933,956,37,5,63,3358,-142,-11,707,773,1,0
240,5059,10,20,740,43,62,272,927,939,27,40,58,3311,-189,-12,697,783,1,0
241,5079,10,20,740,82,62,268,952,961,65,22,66,3317,-183,16,703,777,1,0
242,5099,10,20,740,45,39,197,940,948,25,2,23,3360,-140,24,714,766,1,0
243,5119,10,20,740,41,39,144,944,941,15,0,13,3392,-108,22,720,760,1,0
244,5139,10,20,740,36,78,111,948,963,12,34,39,3421,-79,28,728,752,1,0
245,5159,10,20,740,71,23,90,952,935,32,40,31,3495,-5,94,754,726,1,0
246,5179,10,20,740,25,3,44,904,937,0,25,7,3508,8,8,743,737,1,0
247,5199,10,20,740,55,23,62,920,946,0,0,23,3506,6,6,742,738,1,0
248,5219,10,20,740,32,27,79,921,924,12,20,39,3500,0,0,740,740,1,0
249,5239,10,20,740,55,19,62,944,941,53,5,10,3499,-1,77,752,728,1,0
250,5260,10,20,740,66,42,79,971,954,60,28,31,3495,-5,-16,737,743,1,0
251,5280,10,20,740,34,46,69,948,952,88,8,31,3501,1,-2,740,740,1,0
252,5300,10,20,740,38,7,83,916,946,138,40,26,3611,111,91,779,701,1,0
253,5320,10,20,740,43,31,85,883,956,202,22,53,3666,166,27,781,699,1,0
254,5340,10,20,740,55,27,64,893,937,204,11,37,3661,161,20,778,702,1,0
255,5360,10,20,740,61,23,81,891,946,191,37,50,3654,154,23,777,703,1,0
256,5390,10,20,740,57,0,56,883,924,214,0,7,3668,168,4,777,703,1,0
257,5410,10,20,740,52,31,77,881,937,164,28,21,3638,138,-11,768,712,1,0
258,5430,10,20,740,36,31,73,914,954,111,0,5,3594,94,-11,758,722,1,0
259,5450,10,20,740,34,11,58,900,935,45,0,7,3509,9,3,742,738,1,0
260,5470,10,20,740,29,23,69,897,931,30,0,5,3509,9,178,772,708,1,0
261,5491,10,20,740,41,23,39,918,943,40,0,18,3506,6,-1,741,739,1,0
262,5511,10,20,740,34,7,64,921,926,40,0,29,3501,1,-3,740,740,1,0
263,5531,10,20,740,6,42,69,998,937,27,0,2,3484,-16,-13,735,745,1,0
264,5551,10,20,740,34,35,54,927,933,20,8,0,3501,1,-1,740,740,1,0
265,5571,10,20,740,75,50,54,931,935,12,0,0,3501,1,-2,740,740,1,0
266,5591,10,20,740,77,31,88,933,935,30,0,21,3500,0,3,740,740,1,0
267,5611,10,20,740,87,35,98,956,926,25,0,5,3492,-8,-7,738,742,1,0
268,5631,10,20,740,84,35,85,927,920,27,0,5,3498,-2,-7,739,741,1,0
269,5651,10,20,740,66,27,119,927,956,35,2,5,3418,-82,-4,722,758,1,0
270,5671,10,20,740,61,58,159,935,933,17,20,45,3381,-119,-28,710,770,1,0
271,5691,10,20,740,61,27,182,920,935,27,14,58,3369,-131,-28,707,773,1,0
272,5711,10,20,740,43,7,150,931,956,0,0,7,3395,-105,16,720,760,1,0
273,5731,10,20,740,22,0,132,929,896,32,22,7,3390,-110,-7,715,765,1,0
274,5751,10,20,740,36,0,155,918,950,27,0,10,3392,-108,5,718,762,1,0
275,5771,10,20,740,0,0,159,912,913,0,0,0,3380,-120,-8,713,767,1,0
276,5791,10,20,740,57,42,245,935,915,30,17,37,3319,-181,-25,696,784,1,0
277,5811,10,20,740,29,3,333,939,918,30,0,21,3267,-233,-8,688,792,1,0
278,5831,10,20,740,11,15,343,918,877,15,2,15,3249,-251,-10,684,796,1,0
279,5851,10,20,740,27,7,345,920,905,7,22,18,3258,-242,22,691,789,1,0
280,5871,10,20,740,48,0,276,923,926,30,2,21,3305,-195,39,704,776,1,0
281,5891,10,20,740,36,19,194,939,946,35,0,0,3361,-139,28,715,765,1,0
282,5911,10,20,740,29,11,98,897,915,7,0,21,3504,4,113,760,720,1,0
283,5931,10,20,740,66,19,96,914,939,27,0,0,3506,6,14,743,737,1,0
284,5951,10,20,740,57,7,81,948,911,27,2,13,3490,-10,-8,737,743,1,0
285,5971,10,20,740,25,42,29,940,933,40,0,15,3498,-2,-3,740,740,1,0
286,5991,10,20,740,43,31,46,929,950,37,20,34,3505,5,5,741,739,1,0
287,6021,10,20,740,32,31,73,916,946,63,11,37,3508,8,16,744,736,1,0
288,6051,10,20,740,34,7,39,902,935,50,0,10,3508,8,11,743,737,1,0
